工况初温_摄氏度,时间_s,电流密度_A每m2,实验电压_V,模型电压_V,电压相对误差_pct,实验温度_摄氏度,模型温度_摄氏度,温度相对误差_pct_摄氏口径,温度相对误差_pct_开尔文口径,MEA平均温度_摄氏度,局部最高温度_摄氏度,模型最大冰体积分数,孔隙最大冰体积分数,膜最大冰体积分数,最大冰所在层,孔隙最大冰饱和度,膜平均未冻含水量_lambda,活化损失_V,欧姆损失_V,浓差损失_V,极限电流密度_A每m2,累计产水_kg每m2,累计排水_kg每m2,冰库存_kg每m2,冰库存与累计产水质量比,累计反应热_J每m2,累计相变热_J每m2,累计吸附等效热_J每m2,累计散热_J每m2,水质量守恒残差_kg每m2,冰质量收支残差_kg每m2,离散能量守恒残差_J每m2,相变潜热重建残差_J每m2,物理状态有效,曾有内部步失效,累计凝结_kg每m2,采样段平均凝结速率_kg每m2每s,累计蒸发_kg每m2,采样段平均蒸发速率_kg每m2每s,累计凝华_kg每m2,采样段平均凝华速率_kg每m2每s,累计升华_kg每m2,采样段平均升华速率_kg每m2每s,累计冻结_kg每m2,采样段平均冻结速率_kg每m2每s,累计融化_kg每m2,采样段平均融化速率_kg每m2每s
-25.0,0.0,66.006600660066,0.799,1.0669055206324443,33.53010270743982,-24.9954164846888,-25.0,0.01833742323920803,0.0018470403593884679,-25.0,-25.0,0.0,0.0,0.0,aGDL,0.0,2.999999999999999,0.1945377691795338,0.0017125050383697451,1.2225051974459396e-06,288662.7990634451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-25.0,0.2,69.3069306930693,0.799,1.0650586852897272,33.29895936041642,-24.9954164846888,-24.914427560498183,0.3240151018896908,0.03263648127846083,-24.914427560498183,-24.91127500816745,3.5065730970757736e-06,1.1606222961883032e-06,3.5065730970757736e-06,PEM,2.758788438764685e-06,2.9995039066684255,0.19622705226560316,0.0017955695267085252,1.2841672506852362e-06,288639.94868016546,1.2621876790985312e-06,2.5491486861667395e-07,1.8839217867306377e-08,0.014925845164929483,5.602233406114918,-0.6325211246332273,-0.6371615509484352,0.805621878524241,-2.6909177943085054e-19,3.308722450212111e-24,-2.4176606272519052e-09,1.1102230246251565e-16,1,0,0.0,0.0,6.576867035486109e-10,3.2884335177430546e-09,0.0,0.0,4.800258163935648e-14,2.4001290819678236e-13,1.8839265869888013e-08,9.419632934944006e-08,0.0,0.0
-25.0,0.4,66.006600660066,0.799,1.0674729877956817,33.6011248805609,-24.9939652961073,-24.85457835027583,0.5576824012521963,0.05616907362248618,-24.85457835027583,-24.852804184597062,1.0874111532635791e-05,4.504719253794156e-06,1.0874111532635791e-05,PEM,1.0707675906332673e-05,2.999082258113662,0.19384597305616438,0.0017082935611833256,1.2231940561174613e-06,288667.7698262634,2.5243753581970623e-06,5.091706348605906e-07,7.059352142631351e-08,0.027964748268154625,11.200654046894368,-1.2508977404855275,-1.2711413110859116,2.7093872515935944,-5.722766349886867e-19,0.0,-2.377248620177852e-09,2.220446049250313e-16,1,0,0.0,0.0,1.3224717148558811e-09,3.3239250565363508e-09,0.0,0.0,9.954411782995399e-14,2.5770768095298753e-13,7.059362097043134e-08,2.5877177550271666e-07,0.0,0.0
-25.0,0.6,66.006600660066,0.799,1.0676417992965692,33.62225272798112,-24.9925613010652,-24.812396031058825,0.7208755750804067,0.07260119662379087,-24.812396031058825,-24.810968615297213,2.0460293578325974e-05,9.929952371783726e-06,2.0460293578325974e-05,PEM,2.3603404734451453e-05,2.9987028992022307,0.19364029722106194,0.001707112312254336,1.2233428907975865e-06,288682.78336380544,3.7557779719517236e-06,7.634432547357798e-07,1.4945603213800975e-07,0.0397936281788094,16.645314737534644,-1.8602760892508814,-1.9051182216719926,5.383193328700589,-3.5554207960999257e-19,2.6469779601696886e-23,-3.987235430713554e-09,0.0,1,0,0.0,0.0,2.006408627270898e-09,3.4196845620750855e-09,0.0,0.0,1.513327806494126e-13,2.5894331409729303e-13,1.4945618347079038e-07,3.9431281250179526e-07,0.0,0.0
-25.0,0.8,69.3069306930693,0.799,1.0656029789647599,33.36708122212263,-24.9911229816268,-24.77827035603636,0.8517129292146122,0.08577272276045984,-24.77827035603636,-24.776808454687057,3.154675440915416e-05,1.7397679210357353e-05,3.154675440915416e-05,PEM,4.135412220194284e-05,2.998350980490447,0.19556402980768145,0.0017915098592392543,1.2846654754628105e-06,288689.77305984125,5.017965651050254e-06,1.0177581778630646e-06,2.519744863961144e-07,0.05021447014954685,22.23902195788223,-2.4618757174131183,-2.5390813462525736,8.637759193817972,-2.3928680759933985e-20,0.0,4.493694305551799e-09,-8.881784197001252e-16,1,0,0.0,0.0,2.7410206268921888e-09,3.673059998106452e-09,0.0,0.0,2.0330202284383353e-13,2.5984621097210465e-13,2.519746896981372e-07,5.125925311367341e-07,0.0,0.0
-25.0,1.0,66.006600660066,0.8,1.0678740558806181,33.48425698507726,-24.9896887304606,-24.753535039986758,0.9450045297522552,0.09516174817227044,-24.753535039986758,-24.751983085516656,4.367985167186448e-05,2.6919034859166597e-05,4.367985167186448e-05,PEM,6.398629631368337e-05,2.9980189951497893,0.19335649639158706,0.0017055796239256065,1.2235805099716744e-06,288696.6376391515,6.280153330148784e-06,1.2721683765851553e-06,3.765660079845089e-07,0.05996127613266213,27.83114723607538,-3.056361837552596,-3.173016101939374,12.357576425191514,-2.583450489125616e-20,5.293955920339377e-23,-1.1855618708978e-09,-1.3322676295501878e-15,1,0,0.0,0.0,3.587006935867442e-09,4.229931544876267e-09,0.0,0.0,2.554148737557562e-13,2.605642545596133e-13,3.765662633993826e-07,6.22957868506227e-07,0.0,0.0
-25.0,1.2,66.006600660066,0.799,1.067935650909837,33.65903015141889,-24.9882968823982,-24.737352990661606,1.0042456791577448,0.10112111924766777,-24.737352990661606,-24.735653684451364,5.625301555730684e-05,3.840211920725384e-05,5.625301555730684e-05,PEM,9.128148135786508e-05,2.9976980291567616,0.1932806297665007,0.0017052526497496252,1.2236642124970347e-06,288696.1256604033,7.5115559439034455e-06,1.52674715094567e-06,5.205503498392007e-07,0.06929993648808427,33.271299886120545,-3.6448160994640055,-3.806896215055838,16.37959978911823,7.263307522705625e-20,1.0587911840678754e-22,2.8025013421029144e-09,-2.220446049250313e-15,1,0,0.0,0.0,4.6298848271393124e-09,5.214389456359353e-09,0.0,0.0,3.0761866971947466e-13,2.610189798185924e-13,5.205506574578703e-07,7.199219702924388e-07,0.0,0.0
-25.0,1.4,69.3069306930693,0.8,1.0658165479674417,33.22706849593021,-24.9868705327381,-24.72248743783169,1.0580880649299895,0.1065360093878443,-24.72248743783169,-24.72068754582466,6.911788254051701e-05,5.1814821028394816e-05,6.911788254051701e-05,PEM,0.0001231633492474324,2.9973856113863215,0.19530144100903984,0.0017902227816859947,1.2849522575548857e-06,288691.6060807064,8.773743623001975e-06,1.7816047194067002e-06,6.827875067898292e-07,0.077821684349173,38.861638741929255,-4.227902780299563,-4.440697701213201,20.63590251788244,3.1763735522036263e-19,1.0587911840678754e-22,6.813394293203601e-09,-4.440892098500626e-15,1,0,0.0,0.0,5.992836654546082e-09,6.8147591370338515e-09,0.0,0.0,3.598860316027865e-13,2.6133680941655926e-13,6.827878666758607e-07,8.111860460899521e-07,0.0,0.0
-25.0,1.6,59.4059405940594,0.8,1.0726881748237838,34.08602185297296,-24.985524800531,-24.717610670158194,1.0722773786489024,0.10795829264340188,-24.717610670158194,-24.715376601438976,8.206517757905309e-05,6.71343510858482e-05,8.206517757905309e-05,PEM,0.0001595777301779135,2.9970803655399854,0.18868089407794,0.001534498252611169,1.1013895697312134e-06,288692.7570134836,9.974361171412772e-06,2.0367862952439706e-06,8.625518774473704e-07,0.08647690439759745,44.150622003146076,-4.8059150205428685,-5.074407241623581,25.06493373046385,-4.701032857261367e-19,2.117582368135751e-22,1.4351975607951317e-08,-3.552713678800501e-15,1,0,0.0,0.0,7.701573536491283e-09,8.543684409725994e-09,0.0,0.0,4.605577995839608e-13,5.033588399058712e-13,8.625523380051698e-07,8.988223566465446e-07,0.0,0.0
-25.0,1.8,72.6072607260726,0.8,1.0637813135310288,32.97266419137859,-24.9841445358099,-24.70930288491371,1.1000642847797206,0.11074918037459347,-24.70930288491371,-24.707415316233693,9.474424994196896e-05,8.421262786706041e-05,9.474424994196896e-05,PEM,0.0002001726357667231,2.996777183534274,0.1972396247865372,0.001875458079940783,1.3462901788237708e-06,288676.5613266355,1.1205763785167437e-05,2.291975464295773e-06,1.0571813872083177e-06,0.09434264432806097,49.590393916965105,-5.378959635528257,-5.708050684647601,29.547837330759336,-4.760325163569168e-19,2.117582368135751e-22,2.1084165524598575e-08,-2.6645352591003757e-15,1,0,0.0,0.0,9.433268939604478e-09,8.658477015565981e-09,0.0,0.0,5.957217346015025e-13,6.758196750877085e-13,1.0571819829300522e-06,9.731482246244124e-07,0.0,0.0
-25.0,2.0,66.006600660066,0.8,1.0680655452801624,33.5081931600203,-24.9826913133056,-24.69987289599746,1.1320574463389197,0.11396280146842161,-24.69987289599746,-24.697670560569435,0.00010776371299460103,0.00010320698328236054,0.00010776371299460103,PEM,0.00024532204250620523,2.9964858547075988,0.19311736567201968,0.0017048306978201628,1.2239365252777697e-06,288676.3913722195,1.2498736529609833e-05,2.5471478854942167e-06,1.2696052071635858e-06,0.10157868390583784,55.33090686273867,-5.946026253118887,-6.3416483275951565,34.217964013066485,-5.975817442879089e-19,-2.117582368135751e-22,2.258076392536168e-08,-1.7763568394002505e-15,1,0,0.0,0.0,1.116655802703419e-08,8.666445437148557e-09,0.0,0.0,7.310263662287914e-13,6.765231581364449e-13,1.2696059381899523e-06,1.0621197762995004e-06,0.0,0.0
-25.0,2.2,69.3069306930693,0.8,1.0659058429590145,33.2382303698768,-24.9812806025465,-24.694429693161908,1.148263429519114,0.11558705306658286,-24.694429693161908,-24.692257135334472,0.000124028030247549,0.000124028030247549,0.0001206696903353936,cCL,0.00029481347812585927,2.9962023215422904,0.19518696776398867,0.0017900963990367669,1.2852122985269552e-06,288666.5231412414,1.3760924208708366e-05,2.8023002954550055e-06,1.4981352603323079e-06,0.10886879671819125,60.91979504529736,-6.507669635684689,-6.9751938239089615,38.976127029301395,-9.863698670776327e-19,-2.117582368135751e-22,2.2535488142239046e-08,-3.552713678800501e-15,1,0,0.0,0.0,1.2900627448374503e-08,8.670347106701558e-09,0.0,0.0,8.664006581447164e-13,6.76871459579624e-13,1.4981361267329663e-06,1.142650942715069e-06,0.0,0.0
-25.0,2.4,66.006600660066,0.8,1.0680875734378792,33.51094667973489,-24.9798738175426,-24.690909958676315,1.1567867034754797,0.11643780954273122,-24.690909958676315,-24.688529221082376,0.00014666203197021444,0.00014666203197021444,0.0001335417054088045,cCL,0.00034861429039746716,2.99592819640985,0.19308715946277075,0.0017049199301426602,1.2240482154210126e-06,288660.7102178327,1.5023111887806894e-05,3.0574323811213267e-06,1.7425924475405346e-06,0.11599410698357794,66.50848864435471,-7.063948852895977,-7.608686761781965,43.81767967900886,6.598386659111e-19,-6.352747104407253e-22,2.3304409069169196e-08,-4.440892098500626e-15,1,0,0.0,0.0,1.4635370810085046e-08,8.67371680855273e-09,0.0,0.0,1.0018353268263603e-12,6.771733434082206e-13,1.742593449375862e-06,1.2222866132144808e-06,0.0,0.0
-25.0,2.6,66.006600660066,0.8,1.0680816177598975,33.510202219987185,-24.9785092749632,-24.690426039741396,1.153324371965466,0.11608232451687558,-24.690426039741396,-24.68802721658264,0.00017102481964229965,0.00017102481964229965,0.00014616236189593613,cCL,0.00040652441084454395,2.9956618334117446,0.1930925009674114,0.0017050922059277378,1.2240926209840075e-06,288650.8270594183,1.6254514501561547e-05,3.3125415011536058e-06,2.001618180468534e-06,0.12314229257823982,71.94631737978789,-7.615310474001182,-8.24212192506499,48.678869866110325,-2.286988957586611e-19,-4.235164736271502e-22,1.9142859741805296e-08,-4.440892098500626e-15,1,0,0.0,0.0,1.6370212296147095e-08,8.674207430310237e-09,0.0,0.0,1.1372800491161468e-12,6.77223611448932e-13,2.0016193177485837e-06,1.295129341863607e-06,0.0,0.0
-25.0,2.8,66.006600660066,0.8,1.0680749578428563,33.50936973035704,-24.9771485174843,-24.68998072364272,1.1497220895353946,0.11571281553405971,-24.68998072364272,-24.687572296972803,0.00019707042560927564,0.00019707042560927564,0.00015856624083336262,cCL,0.00046843457477840656,2.995404436892846,0.19309859102775348,0.0017052600207782252,1.2241374415149937e-06,288640.7894073837,1.7485917115316195e-05,3.5676269437542858e-06,2.2746711308264396e-06,0.1300858923112485,77.38422979007117,-8.161933438717872,-8.875498114901164,53.5473175419538,5.666650417131269e-19,-8.470329472543003e-22,1.4760793476398248e-08,-3.552713678800501e-15,1,0,0.0,0.0,1.810497250502651e-08,8.673801044397086e-09,0.0,0.0,1.2727191355991902e-12,6.771954324152179e-13,2.274672403545576e-06,1.3652654289849634e-06,0.0,0.0
